,NoOfJS,NoOfCSS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,NoOfImage,HasCopyrightInfo,HasPasswordField,HasHiddenFields,HasSubmitButton,HasSocialNet,HasExternalFormSubmit,NoOfiFrame,HasFavicon,HasTitle,Title,LineOfCode,LargestLineLength,IsHTTPS,NoOfOtherSpecialCharsInURL,NoOfAmpersandInURL,NoOfDegitsInURL,NoOfLettersInURL,NoOfSubDomain,TLD,IsDomainIP,DomainLength,Domain,URLLength,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,URLSimilarityIndex,NoOfEqualsInURL,TLDLength,NoOfQMarkInURL,LetterRatioInURL,DegitRatioInURL,SpacialCharRatioInURL,label,URL
2972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,27,0,ir,0,11,rameshco.ir,34,0,1,0.03,0.57,0,2,0,0.7941176470588235,0.0,0.20588235294117646,0,http://rameshco.ir/ddd/newdropbox/
2973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,4,0,3,12,0,com,0,12,lpmxp104.com,19,1,4,0.21,0.56,0,3,0,0.631578947368421,0.15789473684210525,0.21052631578947367,0,http://lpmxp104.com
2974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,6,0,0,39,1,com,0,30,pembatalanfacebook.wixsite.com,45,1,3,0.07,0.84,0,3,0,0.8666666666666667,0.0,0.13333333333333333,0,https://pembatalanfacebook.wixsite.com/mysite
2975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,9,0,0,48,0,com,0,25,dreamshotelpuertorico.com,57,1,4,0.07,0.55,0,3,0,0.8421052631578947,0.0,0.15789473684210525,0,http://dreamshotelpuertorico.com/wp-includes/zips/verify/
2976,6,5,102,1,21,1,1,1,14,1,0,1,1,0,0,1,1,1,主页 | 中国文化研究院 - 灿烂的中国文明,984,1350,0,9,0,16,46,1,net,0,17,cn.chiculture.net,73,1,11,0.15,0.53,1,3,1,0.6301369863013698,0.2191780821917808,0.1506849315068493,0,http://cn.chiculture.net/0507/index.php?rand=13InboxLightaspxn.1774256418
2977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,8,0,0,41,0,com,0,16,xplorenature.com,49,1,5,0.1,0.77,0,3,0,0.8367346938775511,0.0,0.16326530612244897,0,http://xplorenature.com/goodwill/Gdoccc/index.php
2978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,1,20,0,biz,0,11,grabbah.biz,27,1,2,0.07,0.45,0,3,0,0.7407407407407407,0.037037037037037035,0.2222222222222222,0,http://grabbah.biz/sonson1/
2979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,8,0,1,33,1,ru,0,21,franny.goadultgame.ru,42,1,4,0.1,0.45,0,2,0,0.7857142857142857,0.023809523809523808,0.19047619047619047,0,http://franny.goadultgame.ru/js/boxun4.exe
2980,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,14,0,0,64,0,com.br,0,22,bandasomelouvor.com.br,78,1,7,0.09,0.56,0,6,0,0.8205128205128205,0.0,0.1794871794871795,0,http://bandasomelouvor.com.br/wp-includes/pomo/GOLD/GOLD/es/auth/view/document
2981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,0,23,0,net,0,21,oacbckdcndddcode.net ,29,1,1,0.03,0.39,0,3,0,0.7931034482758621,0.0,0.20689655172413793,0,http://oacbckdcndddcode.net /
2982,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,8,0,0,34,0,com,0,15,astrorachna.com,42,1,3,0.07,0.73,0,3,0,0.8095238095238095,0.0,0.19047619047619047,0,http://astrorachna.com/admin/pdf/login.htm
2983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12,0,0,48,0,com,0,21,firstsevenvisuals.com,60,1,8,0.13,0.63,0,3,0,0.8,0.0,0.2,0,http://firstsevenvisuals.com/~beeaglev/message/index.html...
2984,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,10,0,0,49,0,com,0,18,notariaholgado.com,59,1,5,0.08,0.62,0,3,0,0.8305084745762712,0.0,0.1694915254237288,0,http://notariaholgado.com/includes/office/Sign_in/index.php
2985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,8,0,32,89,0,com,0,21,pavkovcontracting.com,131,1,7,0.05,0.55,1,3,1,0.6793893129770993,0.24427480916030533,0.07633587786259542,0,http://pavkovcontracting.com/V4/MGen/F63c232f28e382ee06b64d890e812374f/?dispatch=pyHhLRprbU822zIkstiksd6f0CFA9Xsyw9Pi0fJcaRfcqXxTrP
2986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,8,0,2,25,1,lt,0,16,mypictures.96.lt,35,1,5,0.14,0.33,0,2,0,0.7142857142857143,0.05714285714285714,0.22857142857142856,0,http://mypictures.96.lt/index.html/
2987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,4,0,4,10,0,com,0,11,mxp1004.com,18,1,4,0.22,0.59,0,3,0,0.5555555555555556,0.2222222222222222,0.2222222222222222,0,http://mxp1004.com
2988,1,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,ut4CN - Migre.me,42,292,0,5,0,1,15,0,me,0,8,migre.me,21,0,1,0.05,0.59,0,2,0,0.7142857142857143,0.047619047619047616,0.23809523809523808,0,http://migre.me/ut4CN
2989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,0,15,0,club,0,13,eth-gift.club,21,1,3,0.14,0.5,0,4,0,0.7142857142857143,0.0,0.2857142857142857,0,http://eth-gift.club/
2990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,2,17,0,de,0,11,forstmog.de,24,0,1,0.04,0.5,0,2,0,0.7083333333333334,0.08333333333333333,0.20833333333333334,0,http://forstmog.de/nr8e7
2991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,9,0,0,56,1,com,0,29,www.gladysvilellaministry.com,65,1,9,0.14,0.54,0,3,0,0.8615384615384616,0.0,0.13846153846153847,0,http://www.gladysvilellaministry.com/modules/mod_breadcrumbs/tmpl
2992,0,0,2,0,4,1,3,1,1,0,1,1,0,0,0,0,0,1,Sign in - Google Accounts,306,229942,1,8,0,6,34,1,com,0,16,sites.google.com,48,1,3,0.06,1.0,0,3,0,0.7083333333333334,0.125,0.16666666666666666,0,https://sites.google.com/site/information879835/
2993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,8,0,0,41,0,com,0,16,hsbconlineuk.com,51,1,4,0.08,0.67,1,3,1,0.803921568627451,0.0,0.19607843137254902,0,http://hsbconlineuk.com/images/ebuka/cp.php?m=login
2994,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,14,0,10,49,0,eu,0,11,sls-bvba.eu,73,1,14,0.19,0.52,0,2,0,0.6712328767123288,0.136986301369863,0.1917808219178082,0,http://sls-bvba.eu/uploads/tx_felogin/felogin/bvba/1a3de9ab1f7c5b503b0...
2995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,9,0,3,54,1,com,0,28,infoactive.000webhostapp.com,66,1,10,0.15,0.57,0,3,0,0.8181818181818182,0.045454545454545456,0.13636363636363635,0,https://infoactive.000webhostapp.com/recovery-chekpoint-login.html
2996,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,19,0,com,0,9,ovead.com,26,0,2,0.08,0.75,0,3,0,0.7307692307692307,0.0,0.2692307692307692,0,http://ovead.com/img/i.gif
2997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,9,0,5,31,1,com,0,16,ns1.mattheij.com,45,1,5,0.11,0.73,0,3,0,0.6888888888888889,0.1111111111111111,0.2,0,http://ns1.mattheij.com/Augusta/fairway/1961/
2998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,8,0,0,47,0,com,0,19,speakproacademy.com,55,1,5,0.09,0.67,0,3,0,0.8545454545454545,0.0,0.14545454545454545,0,http://speakproacademy.com/ssh/validate/revalidate.html
2999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,35,0,in,0,19,holytrinitybless.in,42,1,4,0.1,0.42,0,2,0,0.8333333333333334,0.0,0.16666666666666666,0,http://holytrinitybless.in/ponns/admin.php
3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,25,0,ru,0,14,fydowntheri.ru,32,0,2,0.06,0.46,0,2,0,0.78125,0.0,0.21875,0,http://fydowntheri.ru/h/gate.php
3001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,31,0,ca,0,19,jameslrealestate.ca,38,1,4,0.11,0.59,0,2,0,0.8157894736842105,0.0,0.18421052631578946,0,http://jameslrealestate.ca/gory/Panel/
3002,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,1,21,0,com,0,17,canmorebrides.com,28,1,2,0.07,0.67,0,3,0,0.75,0.03571428571428571,0.21428571428571427,0,http://canmorebrides.com/w1/
3003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,6,0,0,30,0,com,0,27,internationalebanco-bnk.com,36,1,3,0.08,0.56,0,3,0,0.8333333333333334,0.0,0.16666666666666666,0,https://internationalebanco-bnk.com/
3004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,10,0,0,46,0,com,0,17,ghousiasports.com,56,1,5,0.09,0.64,0,3,0,0.8214285714285714,0.0,0.17857142857142858,0,http://ghousiasports.com/system/cache/login.alibaba.com/
3005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,10,0,2,55,1,info,0,20,11.lamarianella.info,67,1,12,0.18,0.55,0,4,0,0.8208955223880597,0.029850746268656716,0.14925373134328357,0,http://11.lamarianella.info/read/defined_regulations-frequently.php
3006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,1,17,0,com,0,9,jejui.com,23,1,3,0.13,0.67,0,3,0,0.7391304347826086,0.043478260869565216,0.21739130434782608,0,http://jejui.com/j1ldsf
3007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,14,7,5,148,1,com,0,30,antykatolikiem.proplanplus.com,183,1,12,0.07,0.67,8,3,1,0.8087431693989071,0.0273224043715847,0.16393442622950818,0,http://antykatolikiem.proplanplus.com/fall.ascx?let=&amp;edge=WQH9m&amp;strike=l6KezXm&amp;community=HwiDNPjMry&amp;toward=AdV5zakd5&amp;summer=PmnO6&amp;process=ZnGzDtfaS&amp;oil=cAW
3008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,10,0,0,34,1,com,0,17,www.cuallisys.com,44,1,4,0.09,0.78,0,3,0,0.7727272727272727,0.0,0.22727272727272727,0,http://www.cuallisys.com/toad/kk/dropbox/jj/
3009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,3,19,0,com.br,0,15,905films.com.br,29,1,4,0.14,0.58,0,6,0,0.6551724137931034,0.10344827586206896,0.2413793103448276,0,http://905films.com.br/updat/
3010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,8,0,1,26,0,com,0,27,android-update-6-google.com,35,1,5,0.14,0.59,0,3,0,0.7428571428571429,0.02857142857142857,0.22857142857142856,0,http://android-update-6-google.com/
3011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,9,0,3,51,1,com,0,37,6i3cb6owitcouepv.paytodoublemoney.com,63,1,5,0.08,0.62,0,3,0,0.8095238095238095,0.047619047619047616,0.14285714285714285,0,http://6i3cb6owitcouepv.paytodoublemoney.com/img/button_pay.png
3012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,0,28,0,com,0,25,professionalblackbook.com,33,1,3,0.09,0.59,0,3,0,0.8484848484848485,0.0,0.15151515151515152,0,http://professionalblackbook.com/
3013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,2,18,0,com,0,12,gokmasan.com,25,0,1,0.04,0.7,0,3,0,0.72,0.08,0.2,0,http://gokmasan.com/bdb37
3014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,9,0,0,29,0,ru,0,14,rophenreswi.ru,38,1,3,0.08,0.55,0,2,0,0.7631578947368421,0.0,0.23684210526315788,0,http://rophenreswi.ru/sliva/gate.php\\
3015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,14,0,0,70,1,co.uk,0,31,www.footballnewsheadlines.co.uk,86,1,12,0.14,0.5,1,5,1,0.813953488372093,0.0,0.18604651162790697,0,http://www.footballnewsheadlines.co.uk/wp-admin/css/excel/index.php?email=abuse@mik.es
3016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,1,21,0,com,0,13,motefugue.com,27,1,2,0.07,0.67,0,3,0,0.7777777777777778,0.037037037037037035,0.18518518518518517,0,http://motefugue.com/1ozbjr
3017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,5,20,0,net.ua,0,15,atp17442.net.ua,32,1,3,0.09,0.43,0,6,0,0.625,0.15625,0.21875,0,http://atp17442.net.ua/webstart/
3018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,16,0,0,100,0,it,0,18,esteticaskinlab.it,116,1,9,0.08,0.44,0,2,0,0.8620689655172413,0.0,0.13793103448275862,0,http://esteticaskinlab.it/wp-content/plugins/nextgen-gallery/products/photocrati_nextgen/modules/datamapper/dropbox/
3019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,9,0,0,46,1,com,0,18,www.bmeplindia.com,55,1,6,0.11,0.7,0,3,0,0.8363636363636363,0.0,0.16363636363636364,0,http://www.bmeplindia.com/userfiles/carelink/filewords/
3020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,24,0,com,0,11,bjcurio.com,32,0,2,0.06,0.67,0,3,1,0.75,0.0,0.25,0,http://bjcurio.com/js/index.htm?
3021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,22,0,16,108,0,net,0,14,eroticzone.net,147,1,23,0.18,0.53,0,3,1,0.7346938775510204,0.10884353741496598,0.1564625850340136,0,http://eroticzone.net/wlls/secure.wellsfargo.com/auth/login/Wells%20Fargo%20-%20Security%20-%20Access%20Your%20Account%20Status.html?sslSecuredForm
3022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,60,8,146,429,2,com,0,17,fra1.ib.adnxs.com,653,1,88,0.15,0.74,9,3,1,0.6569678407350689,0.22358346094946402,0.11944869831546708,0,http://fra1.ib.adnxs.com/if?enc=mpmZmZmZuT_D9Shcj8K1P0Jg5dAi27k_w_UoXI_CtT-amZmZmZm5P5PK-2xDIP9AXQbIE3bsCDn5QmpTAAAAAKs6IAByBwAAawYAAAIAAADJReYA7OEEAAAAAQBVU0QAVVNEANgCWgAurAAAPcsAAgUAAQIAAIYA4Sp3EAAAAAA.&cnd=%21XCR1EQjrkOsBEMmLmQcYACDswxMwADgAQABI6wxQq_WAAVgAYNUEaABwAHgAgAEAiAEAkAEBmAEBoAEBqAEDsAEAuQGamZmZmZm5P8EBmpmZmZmZuT_JAUSEUsAhQgFA2QEAAAAAAADwP-ABAPUBAACAPg..&ccd=%21bgZHPQjrkOsBEMmLmQcY7MMTIAA.&udj=uf%28%27a%27%2C+129071%2C+1399472889%29%3Buf%28%27c%27%2C+3852395%2C+1399472889%29%3Buf%28%27r%27%2C+15091145%2C+1399472889%29%3B&vpid=785&apid=259580&referrer=http%3A%2F%2Fbanners.adfox.ru%2F131118%2Fadfox%2F302043%2Fredigo_728.html&ct=0&dlo=1
3023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,10,0,0,68,0,com,0,24,metaswitchweightloss.com,80,1,8,0.1,0.6,1,3,1,0.85,0.0,0.15,0,http://metaswitchweightloss.com/alibaba/alibaba/index.php?email=abuse@sythrc.com
3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,10,0,0,49,0,com,0,18,alhedayatravel.com,59,1,5,0.08,0.64,0,3,0,0.8305084745762712,0.0,0.1694915254237288,0,http://alhedayatravel.com/login/euro/database/kudi/gate.php
3025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,16,0,2,86,0,com,0,20,thecoolnerdsquad.com,104,1,16,0.15,0.58,0,3,0,0.8269230769230769,0.019230769230769232,0.15384615384615385,0,http://thecoolnerdsquad.com/wp-content/plugins/cached_data/signin-ebay-co-uk-ws-eBayISAPIdll9SignIn3.htm
3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,15,0,3,60,1,com,0,14,www.kf25zx.com,81,1,10,0.12,0.59,1,3,2,0.7407407407407407,0.037037037037037035,0.2222222222222222,0,http://www.kf25zx.com/images/?us.battle.net/login/en/?ref=xcqdlhtus.battle.net/d3
3027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,10,0,0,36,1,co.uk,0,23,www.cookinggenius.co.uk,46,0,4,0.09,0.57,0,5,0,0.782608695652174,0.0,0.21739130434782608,0,http://www.cookinggenius.co.uk/wp-content/bot/
3028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,8,0,0,39,0,com.au,0,22,trueaussielocal.com.au,47,1,6,0.13,0.57,0,6,0,0.8297872340425532,0.0,0.1702127659574468,0,http://trueaussielocal.com.au/secur.loginsupin/
3029,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,0,32,0,es,0,17,alicantenergia.es,38,1,4,0.11,0.53,0,2,0,0.8421052631578947,0.0,0.15789473684210525,0,http://alicantenergia.es/cadastro.html
3030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,17,1,46,98,1,com,0,19,webmail.mhcable.com,165,1,20,0.12,0.74,2,3,1,0.593939393939394,0.2787878787878788,0.12727272727272726,0,http://webmail.mhcable.com/secure/www.paypal.com/websc-login.php?Go=_Restore_Start&amp;_Acess_Tooken=b29272d58d3e8b95688701c4a5808fd6b29272d58d3e8b95688701c4a5808fd6
3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,0,30,0,com,0,19,keluargaallahtv.com,36,1,5,0.14,0.65,0,3,0,0.8333333333333334,0.0,0.16666666666666666,0,http://keluargaallahtv.com/Mic/Files
3032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,13,0,8,52,0,ru,0,13,td-textile.ru,73,1,15,0.23,0.43,0,2,0,0.7123287671232876,0.1095890410958904,0.1780821917808219,0,http://td-textile.ru/CIBCOnline%20olbtxn%20Authentication%20SignOn%20c...
3033,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,3,46,0,ru,0,15,welcomeworld.ru,56,1,6,0.11,0.5,0,2,0,0.8214285714285714,0.05357142857142857,0.125,0,http://welcomeworld.ru/TOoHQEwfj6ts/WD2xbgEBlcF3MTtu.php
3034,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,9,0,0,37,1,com,0,19,www.redinvestor.com,46,1,3,0.07,0.69,0,3,0,0.8043478260869565,0.0,0.1956521739130435,0,http://www.redinvestor.com/include/mini/micro/
3035,7,8,6,0,152,1,3,1,38,0,0,0,1,0,1,2,1,1,Martin Brodeur 30 – NJ Casino Sportsbooks,2592,9075,0,8,0,3,38,0,com,0,19,martinbrodeur30.com,49,1,5,0.1,0.58,0,3,0,0.7755102040816326,0.061224489795918366,0.16326530612244897,0,http://martinbrodeur30.com/thumbs/Zone1/login.php
3036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,2,17,1,info,0,19,basss.no-ip.info:82,26,0,3,0.12,0.53,0,4,0,0.6538461538461539,0.07692307692307693,0.2692307692307692,0,http://basss.no-ip.info:82
3037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,17,1,ru,0,12,www.hhush.ru,24,1,3,0.12,0.53,0,2,0,0.7083333333333334,0.0,0.2916666666666667,0,http://www.hhush.ru/log/
3038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,15,0,3,84,1,com,0,28,solospizza-my.sharepoint.com,104,1,11,0.11,0.78,1,3,1,0.8076923076923077,0.028846153846153848,0.16346153846153846,0,https://solospizza-my.sharepoint.com/:b:/p/bruce/EftHUmXThTVFroZh6tIK-0MB6xFlnXWaPcG_SrVXXDv_MQ?e=NlgqjM
3039,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,5446,494,0,6,0,3,25,1,ro,0,20,machinescript.hi2.ro,34,0,2,0.06,0.53,0,2,0,0.7352941176470589,0.08823529411764706,0.17647058823529413,0,http://machinescript.hi2.ro/94sjyj
3040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,18,0,10,105,0,com.mx,0,28,paternidadresponsable.com.mx,135,1,9,0.07,0.52,1,6,1,0.7777777777777778,0.07407407407407407,0.14814814814814814,0,http://paternidadresponsable.com.mx/wp-content/plugins/_backupwordpress/vendor/mikey179/vfsStream/src/test/resources/b.php?q=915d87py35
3041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,17,0,12,65,2,net,0,38,ip-184-168-166-154.ip.secureserver.net,94,1,12,0.13,0.62,0,3,0,0.6914893617021277,0.1276595744680851,0.18085106382978725,0,http://ip-184-168-166-154.ip.secureserver.net/wordpress/wp-content/netvigator/update/products/
3042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,9,0,0,50,1,com,0,22,www.steadmanstyles.com,61,1,8,0.13,0.69,1,3,1,0.819672131147541,0.0,0.18032786885245902,0,http://www.steadmanstyles.com/@uzi?mailtarget=abuse@email.net
3043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,0,23,0,com,0,14,adviceintl.com,29,1,2,0.07,0.73,0,3,0,0.7931034482758621,0.0,0.20689655172413793,0,http://adviceintl.com/newart/
3044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,8,0,1,41,0,com,0,18,armstrongchile.com,50,1,5,0.1,0.67,0,3,0,0.82,0.02,0.16,0,http://armstrongchile.com/web2/wp-includes/levotex
3045,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,8,0,0,49,0,com,0,16,alessiracing.com,57,1,5,0.09,0.76,0,3,0,0.8596491228070176,0.0,0.14035087719298245,0,http://alessiracing.com/language/overrides/overrides.html
3046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12,3,7,85,1,biz,0,19,two.hgvjhvjhvjh.biz,112,1,9,0.08,0.3,4,3,1,0.7589285714285714,0.0625,0.17857142857142858,0,http://two.hgvjhvjhvjh.biz/8xacw7sa0j\nwww.lavoro24.it/offerte_lavoro.php?cosa=&regione=&provincia=67&categoria=
3047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,86,10,207,537,2,com,0,17,fra1.ib.adnxs.com,853,1,127,0.17,0.74,11,3,2,0.6295427901524033,0.24267291910902697,0.12778429073856976,0,http://fra1.ib.adnxs.com/if?enc=mpmZmZmZuT9nZmZmZma2PxSuR-F6FM4_Z2ZmZmZmtj-amZmZmZm5P7SBq8X_b4Ju3OtrcQaDGWt0XGpTAAAAAG-NJgDVBgAAawYAAAIAAADJReYAjFADAAAAAQBVU0QAVVNEANgCWgCDkgAA6ooAAgUAAQIAAI4ACSl3GAAAAAA.&pubclick=http://media.fastclick.net/w/click.here?cid%3D556996%26mid%3D1103534%26m%3D1%26sid%3D88120%26c%3D0%26tp%3D5%26UD%3DiAGurUOQAcT-IZgBuLAFoAEBqAEF8AEA%26upsid%3D242523731910%26forced_click%3D&cnd=%21MyQ-yQjrkOsBEMmLmQcYACCMoQ0wADgAQABI6wxQ75qaAVgAYHxoAHAAeACAAQCIAQCQAQGYAQGgAQGoAQOwAQC5AZqZmZmZmbk_wQGamZmZmZm5P8kB0kPkJ0-IAEDZAQAAAAAAAPA_4AEA9QEAAIA-&ccd=%215gXNOgjrkOsBEMmLmQcYjKENIAA.&udj=uf%28%27a%27%2C+129071%2C+1399479412%29%3Buf%28%27c%27%2C+3852395%2C+1399479412%29%3Buf%28%27r%27%2C+15091145%2C+1399479412%29%3B&vpid=734&apid=167838&referrer=http%3A%2F%2Fcdn.optmd.com%2FV2%2F291839%2F868524%2Findex.html&media_subtypes=1&ct=0&dlo=1
3048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,24,44,0,org,0,16,pandavillage.org,75,1,8,0.11,0.61,0,3,1,0.5866666666666667,0.32,0.09333333333333334,0,http://pandavillage.org/googledoc/?01ab44f70a5235f6beb35d4f67fa7387a51bf67e
3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,1,22,1,ir,0,14,www.shavash.ir,29,0,2,0.07,0.5,0,2,0,0.7586206896551724,0.034482758620689655,0.20689655172413793,0,http://www.shavash.ir/g7cberv
3050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,8,0,0,45,0,com,0,15,germaine-ng.com,56,1,6,0.11,0.67,2,3,1,0.8035714285714286,0.0,0.19642857142857142,0,http://germaine-ng.com/inclnde/mail.htm?cmd=LOB=RBGLogon
3051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12,0,22,51,0,com.bo,0,12,tcons.com.bo,85,1,8,0.09,0.64,0,6,0,0.6,0.25882352941176473,0.1411764705882353,0,http://tcons.com.bo/components/com_user/views/reset/1a74a749acfe7c049218282565910ecd/
3052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,27,0,com,0,14,bezeacooni.com,34,0,1,0.03,0.71,0,3,0,0.7941176470588235,0.0,0.20588235294117646,0,http://bezeacooni.com/data/feeder/
3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,0,26,0,com,0,15,faiyazahmed.com,32,0,2,0.06,0.62,0,3,0,0.8125,0.0,0.1875,0,http://faiyazahmed.com/index.zip
